Date,High,Low,Open,Close,Volume,Adj Close,chg
2018-03-26,2661.360107,2601.810059,2619.350098,2658.550049,3511100000,2658.550049,1.201196471
2018-03-27,2674.780029,2596.120117,2667.570068,2612.620117,3706350000,2612.620117,0.33928342
2018-03-28,2632.649902,2593.060059,2611.300049,2605,3864500000,2605,-0.050526609
2018-03-29,2659.070068,2609.719971,2614.409912,2640.870117,3565990000,2640.870117,0.361225033
2018-04-02,2638.300049,2553.800049,2633.449951,2581.879883,3598520000,2581.879883,-0.280974288
2018-04-03,2619.139893,2575.48999,2592.169922,2614.449951,3392810000,2614.449951,0.398548326
2018-04-04,2649.860107,2573.610107,2584.040039,2644.689941,3350340000,2644.689941,-1.16314761
2018-04-05,2672.080078,2649.580078,2657.360107,2662.840088,3178970000,2662.840088,0.47907945
2018-04-06,2656.879883,2586.27002,2645.820068,2604.469971,3299700000,2604.469971,-0.639167917
2018-04-09,2653.550049,2610.790039,2617.179932,2613.159912,3062960000,2613.159912,0.488005663
2018-04-10,2665.449951,2635.780029,2638.409912,2656.870117,3543930000,2656.870117,0.966263101
2018-04-11,2661.429932,2639.25,2643.889893,2642.189941,3020760000,2642.189941,-0.488553224
2018-04-12,2674.719971,2653.830078,2653.830078,2663.98999,3021320000,2663.98999,0.440548824
2018-04-13,2680.26001,2645.050049,2676.899902,2656.300049,2960910000,2656.300049,0.484608131
2018-04-16,2686.48999,2665.159912,2670.100098,2677.840088,3019700000,2677.840088,0.519521461
2018-04-17,2713.340088,2692.050049,2692.73999,2706.389893,3234360000,2706.389893,0.556414941
2018-04-18,2717.48999,2703.629883,2710.110107,2708.639893,3383410000,2708.639893,0.137460417
2018-04-19,2702.840088,2681.899902,2701.159912,2693.129883,3349370000,2693.129883,-0.276152636
2018-04-20,2693.939941,2660.610107,2692.560059,2670.139893,3388590000,2670.139893,-0.021158438
2018-04-23,2682.860107,2657.98999,2675.399902,2670.290039,3017480000,2670.290039,0.19699379
2018-04-24,2683.550049,2617.320068,2680.800049,2634.560059,3706740000,2634.560059,0.393590569
2018-04-25,2645.300049,2612.669922,2634.919922,2639.399902,3499440000,2639.399902,0.013659331
2018-04-26,2676.47998,2647.159912,2651.649902,2666.939941,3665720000,2666.939941,0.464120651
2018-04-27,2677.350098,2659.01001,2675.469971,2669.909912,3219030000,2669.909912,0.319843322
2018-04-30,2682.870117,2648.040039,2682.51001,2648.050049,3734530000,2648.050049,0.471929693
2018-05-01,2655.27002,2625.409912,2642.959961,2654.800049,3559850000,2654.800049,-0.19222023
2018-05-02,2660.870117,2631.699951,2654.23999,2635.669922,4010770000,2635.669922,-0.021096074
2018-05-03,2637.139893,2594.620117,2628.080078,2629.72998,3851470000,2629.72998,-0.287966398
2018-05-04,2670.929932,2615.320068,2621.449951,2663.419922,3327220000,2663.419922,-0.314862338
2018-05-07,2683.350098,2664.699951,2680.340088,2672.629883,3237960000,2672.629883,0.635279697
2018-05-08,2676.340088,2655.199951,2670.26001,2671.919922,3717570000,2671.919922,-0.088671951
2018-05-09,2701.27002,2674.139893,2678.120117,2697.790039,3909500000,2697.790039,0.232050192
2018-05-10,2726.110107,2704.540039,2705.02002,2723.070068,3333050000,2723.070068,0.267996411
2018-05-11,2732.860107,2717.449951,2722.699951,2727.719971,2862700000,2727.719971,-0.013591908
2018-05-14,2742.100098,2725.469971,2738.469971,2730.129883,2972660000,2730.129883,0.394102038
2018-05-15,2718.590088,2701.909912,2718.590088,2711.449951,3290680000,2711.449951,-0.422683001
2018-05-16,2727.76001,2712.169922,2712.620117,2722.459961,3202670000,2722.459961,0.043156467
2018-05-17,2731.959961,2711.360107,2719.709961,2720.129883,3475400000,2720.129883,-0.101011587
2018-05-18,2719.5,2709.179932,2717.350098,2712.969971,3368690000,2712.969971,-0.102193104
2018-05-21,2739.189941,2725.699951,2735.389893,2733.01001,3019890000,2733.01001,0.826397716
2018-05-22,2742.23999,2721.879883,2738.340088,2724.439941,3366310000,2724.439941,0.195025928
2018-05-23,2733.330078,2709.540039,2713.97998,2733.290039,3326290000,2733.290039,-0.383930685
2018-05-24,2731.969971,2707.379883,2730.939941,2727.76001,3256030000,2727.76001,-0.085980544
2018-05-25,2727.360107,2714.98999,2723.600098,2721.330078,2995260000,2721.330078,-0.152502863
2018-05-29,2710.669922,2676.810059,2705.110107,2689.860107,3736890000,2689.860107,-0.596030994
2018-05-30,2729.340088,2702.429932,2702.429932,2724.01001,3561050000,2724.01001,0.467304013
2018-05-31,2722.5,2700.679932,2720.97998,2705.27002,4235370000,2705.27002,-0.111234147
2018-06-01,2736.929932,2718.699951,2718.699951,2734.620117,3684130000,2734.620117,0.496435903
2018-06-04,2749.159912,2740.540039,2741.669922,2746.870117,3376510000,2746.870117,0.257798319
2018-06-05,2752.610107,2739.51001,2748.459961,2748.800049,3517790000,2748.800049,0.057878374
2018-06-06,2772.389893,2748.459961,2753.25,2772.350098,3651640000,2772.350098,0.161887045
2018-06-07,2779.899902,2760.159912,2774.840088,2770.370117,3711330000,2770.370117,0.089815144
2018-06-08,2779.389893,2763.590088,2765.840088,2779.030029,3123210000,2779.030029,-0.163517115
2018-06-11,2790.209961,2780.169922,2780.179932,2782,3232330000,2782,0.041377831
2018-06-12,2789.800049,2778.780029,2785.600098,2786.850098,3401010000,2786.850098,0.129406817
2018-06-13,2791.469971,2774.649902,2787.939941,2775.629883,3779230000,2775.629883,0.039106651
2018-06-14,2789.060059,2776.52002,2783.209961,2782.48999,3526890000,2782.48999,0.27309398
2018-06-15,2782.810059,2761.72998,2777.780029,2779.659912,5428790000,2779.659912,-0.169271442
2018-06-18,2774.98999,2757.120117,2765.790039,2773.75,3287150000,2773.75,-0.498977338
2018-06-19,2765.050049,2743.189941,2752.01001,2762.590088,3661470000,2762.590088,-0.783776124
2018-06-20,2774.860107,2763.909912,2769.72998,2767.320068,3327600000,2767.320068,0.258449222
2018-06-21,2769.280029,2744.389893,2769.280029,2749.76001,3300060000,2749.76001,0.070825235
2018-06-22,2764.169922,2752.679932,2760.790039,2754.879883,5450550000,2754.879883,0.40112698
2018-06-25,2742.939941,2698.669922,2742.939941,2717.070068,3655080000,2717.070068,-0.433410599
2018-06-26,2732.909912,2715.600098,2722.120117,2723.060059,3555090000,2723.060059,0.185863769
2018-06-27,2746.090088,2699.379883,2728.449951,2699.629883,3776090000,2699.629883,0.197935134
2018-06-28,2724.340088,2691.98999,2698.689941,2716.310059,3428140000,2716.310059,-0.034817417
2018-06-29,2743.26001,2718.030029,2727.129883,2718.370117,3565620000,2718.370117,0.398328025
2018-07-02,2727.26001,2698.949951,2704.949951,2726.709961,3073650000,2726.709961,-0.493684283
2018-07-03,2736.580078,2711.159912,2733.27002,2713.219971,1911470000,2713.219971,0.240585126
2018-07-05,2737.830078,2716.02002,2724.189941,2736.610107,2953420000,2736.610107,0.404315567
2018-07-06,2764.409912,2733.52002,2737.679932,2759.820068,2554780000,2759.820068,0.039093045
2018-07-09,2784.649902,2770.72998,2775.620117,2784.169922,3050040000,2784.169922,0.57250286
2018-07-10,2795.580078,2786.23999,2788.560059,2793.840088,3063850000,2793.840088,0.157682068
2018-07-11,2785.909912,2770.77002,2779.820068,2774.02002,2964740000,2774.02002,-0.501818969
2018-07-12,2799.219971,2781.530029,2783.139893,2798.290039,2821690000,2798.290039,0.328760174
2018-07-13,2804.530029,2791.689941,2796.929932,2801.310059,2614000000,2801.310059,-0.048604948
2018-07-16,2801.189941,2793.389893,2797.360107,2798.429932,2812230000,2798.429932,-0.141003712
2018-07-17,2814.189941,2789.23999,2789.340088,2809.550049,3050730000,2809.550049,-0.324819416
2018-07-18,2816.76001,2805.889893,2811.350098,2815.620117,3089780000,2815.620117,0.064068936
2018-07-19,2812.050049,2799.77002,2809.370117,2804.48999,3266700000,2804.48999,-0.221975968
2018-07-20,2809.699951,2800.01001,2804.550049,2801.830078,3230210000,2801.830078,0.002141516
2018-07-23,2808.610107,2795.139893,2799.169922,2806.97998,2907430000,2806.97998,-0.094943525
2018-07-24,2829.98999,2811.120117,2820.679932,2820.399902,3417530000,2820.399902,0.488067292
2018-07-25,2848.030029,2817.72998,2817.72998,2846.070068,3553010000,2846.070068,-0.094664656
2018-07-26,2845.570068,2835.26001,2835.48999,2837.439941,3653330000,2837.439941,-0.371743417
2018-07-27,2843.169922,2808.340088,2842.350098,2818.820068,3415710000,2818.820068,0.173048817
2018-07-30,2821.73999,2798.110107,2819,2802.600098,3245770000,2802.600098,0.006383225
2018-07-31,2824.459961,2808.060059,2809.72998,2816.290039,3892100000,2816.290039,0.254402432
2018-08-01,2825.830078,2805.850098,2821.169922,2813.360107,3496990000,2813.360107,0.173273446
2018-08-02,2829.909912,2796.340088,2800.47998,2827.219971,3467380000,2827.219971,-0.457820061
2018-08-03,2840.379883,2827.370117,2829.620117,2840.350098,3030390000,2840.350098,0.084894225
2018-08-06,2853.290039,2835.97998,2840.290039,2850.399902,2874540000,2850.399902,-0.002114479
2018-08-07,2863.429932,2855.919922,2855.919922,2858.449951,3162770000,2858.449951,0.193657722
2018-08-08,2862.439941,2853.090088,2856.790039,2857.699951,2972200000,2857.699951,-0.058070358
2018-08-09,2862.47998,2851.97998,2857.189941,2853.580078,3047050000,2853.580078,-0.017846862
2018-08-10,2842.199951,2825.810059,2838.899902,2833.280029,3256040000,2833.280029,-0.514447655
2018-08-13,2843.399902,2819.879883,2835.459961,2821.929932,3158450000,2821.929932,0.076940211
2018-08-14,2843.110107,2826.580078,2827.879883,2839.959961,2976970000,2839.959961,0.210846878
2018-08-15,2827.949951,2802.48999,2827.949951,2818.370117,3645070000,2818.370117,-0.42289363
2018-08-16,2850.48999,2831.439941,2831.439941,2840.689941,3219880000,2840.689941,0.463736971
2018-08-17,2855.629883,2833.72998,2838.320068,2850.129883,3024100000,2850.129883,-0.083425967
2018-08-20,2859.76001,2850.620117,2853.929932,2857.050049,2748020000,2857.050049,0.13332897
2018-08-21,2873.22998,2861.320068,2861.51001,2862.959961,3147140000,2862.959961,0.156103704
2018-08-22,2867.540039,2856.050049,2860.98999,2861.820068,2689560000,2861.820068,-0.068808881
2018-08-23,2868.780029,2854.030029,2860.290039,2856.97998,2713910000,2856.97998,-0.053463504
2018-08-24,2876.159912,2862.350098,2862.350098,2874.689941,2596190000,2874.689941,0.187964817
2018-08-27,2898.25,2884.689941,2884.689941,2896.73999,2854080000,2896.73999,0.347863603
2018-08-28,2903.77002,2893.5,2901.449951,2897.52002,2683190000,2897.52002,0.162595226
2018-08-29,2916.5,2898.399902,2900.620117,2914.040039,2791860000,2914.040039,0.106991415
2018-08-30,2912.459961,2895.219971,2908.939941,2901.129883,2802180000,2901.129883,-0.175018105
2018-08-31,2906.320068,2891.72998,2898.370117,2901.52002,2880260000,2901.52002,-0.095127269
2018-09-04,2900.179932,2885.129883,2896.959961,2896.719971,3077060000,2896.719971,-0.157161025
2018-09-05,2894.209961,2876.919922,2891.590088,2888.600098,3241250000,2888.600098,-0.177092811
2018-09-06,2892.050049,2867.290039,2888.639893,2878.050049,3139590000,2878.050049,0.001377654
2018-09-07,2883.810059,2864.120117,2868.26001,2871.679932,2946270000,2871.679932,-0.340162224
2018-09-10,2886.929932,2875.939941,2881.389893,2877.129883,2731400000,2877.129883,0.338128244
2018-09-11,2892.52002,2866.780029,2871.570068,2887.889893,2899660000,2887.889893,-0.193241692
2018-09-12,2894.649902,2879.199951,2888.290039,2888.919922,3264930000,2888.919922,0.013856016
2018-09-13,2906.76001,2896.389893,2896.850098,2904.179932,3254930000,2904.179932,0.274503136
2018-09-14,2908.300049,2895.77002,2906.379883,2904.97998,3149800000,2904.97998,0.075751201
2018-09-17,2904.649902,2886.159912,2903.830078,2888.800049,2947760000,2888.800049,-0.03958383
2018-09-18,2911.169922,2890.429932,2890.73999,2904.310059,3074610000,2904.310059,0.067153883
2018-09-19,2912.360107,2903.820068,2906.600098,2907.949951,3280020000,2907.949951,0.078849676
2018-09-20,2934.800049,2919.72998,2919.72998,2930.75,3337730000,2930.75,0.405097388
2018-09-21,2940.909912,2927.110107,2936.76001,2929.669922,5607610000,2929.669922,0.205067296
2018-09-24,2923.790039,2912.629883,2921.830078,2919.370117,3372210000,2919.370117,-0.267601606
2018-09-25,2923.949951,2913.699951,2921.75,2915.560059,3285480000,2915.560059,0.081520421
2018-09-26,2931.149902,2903.280029,2916.97998,2905.969971,3388620000,2905.969971,0.048701513
2018-09-27,2927.219971,2909.27002,2911.649902,2914,3060850000,2914,0.195457341
2018-09-28,2920.530029,2907.5,2910.030029,2913.97998,3432300000,2913.97998,-0.136237842
2018-10-01,2937.060059,2917.909912,2926.290039,2924.590088,3364190000,2924.590088,0.42244829
2018-10-02,2931.419922,2919.370117,2923.800049,2923.429932,3401880000,2923.429932,-0.027013668
2018-10-03,2939.860107,2921.360107,2931.689941,2925.51001,3598710000,2925.51001,0.28254516
2018-10-04,2919.780029,2883.919922,2919.350098,2901.610107,3496860000,2901.610107,-0.210558572
2018-10-05,2909.639893,2869.290039,2902.540039,2885.570068,3328980000,2885.570068,0.032048814
2018-10-08,2889.449951,2862.080078,2877.530029,2884.429932,3330320000,2884.429932,-0.27862914
2018-10-09,2894.830078,2874.27002,2882.51001,2880.340088,3520500000,2880.340088,-0.066561571
2018-10-10,2874.02002,2784.860107,2873.899902,2785.679932,4501250000,2785.679932,-0.223591151
2018-10-11,2795.139893,2710.51001,2776.870117,2728.370117,4890630000,2728.370117,-0.31625365
2018-10-12,2775.77002,2729.439941,2770.540039,2767.129883,3966040000,2767.129883,1.545608552
2018-10-15,2775.98999,2749.030029,2763.830078,2750.790039,3300140000,2750.790039,-0.119250083
2018-10-16,2813.459961,2766.909912,2767.050049,2809.919922,3428340000,2809.919922,0.591103266
2018-10-17,2816.939941,2781.810059,2811.669922,2809.209961,3321710000,2809.209961,0.062279355
2018-10-18,2806.040039,2755.179932,2802,2768.780029,3616440000,2768.780029,-0.256654399
2018-10-19,2797.77002,2760.27002,2775.659912,2767.780029,3566490000,2767.780029,0.248480657
2018-10-22,2778.939941,2749.219971,2773.939941,2755.879883,3307140000,2755.879883,0.222557864
2018-10-23,2753.590088,2691.429932,2721.030029,2740.689941,4348580000,2740.689941,-1.264563588
2018-10-24,2742.590088,2651.889893,2737.870117,2656.100098,4709310000,2656.100098,-0.102887385
2018-10-25,2722.699951,2667.840088,2674.879883,2705.570068,4634770000,2705.570068,0.707043578
2018-10-26,2692.379883,2628.159912,2667.860107,2658.689941,4803150000,2658.689941,-1.393789848
2018-10-29,2706.850098,2603.540039,2682.649902,2641.25,4673700000,2641.25,0.901194252
2018-10-30,2685.429932,2635.340088,2640.679932,2682.629883,5106380000,2682.629883,-0.021583279
2018-10-31,2736.689941,2705.600098,2705.600098,2711.73999,5112420000,2711.73999,0.856257324
2018-11-01,2741.669922,2708.850098,2717.580078,2740.370117,4708420000,2740.370117,0.215363122
2018-11-02,2756.550049,2700.439941,2745.449951,2723.060059,4237930000,2723.060059,0.185370361
2018-11-05,2744.27002,2717.939941,2726.370117,2738.310059,3623320000,2738.310059,0.121556577
2018-11-06,2756.820068,2737.080078,2738.399902,2755.449951,3510860000,2755.449951,0.003280993
2018-11-07,2815.149902,2774.129883,2774.129883,2813.889893,3914750000,2813.889893,0.677926726
2018-11-08,2814.75,2794.98999,2806.379883,2806.830078,3630490000,2806.830078,-0.266890676
2018-11-09,2794.100098,2764.23999,2794.100098,2781.01001,4019090000,2781.01001,-0.453535843
2018-11-12,2775.98999,2722,2773.929932,2726.219971,3670930000,2726.219971,-0.254586575
2018-11-13,2754.600098,2714.97998,2730.050049,2722.179932,4091440000,2722.179932,0.140490429
2018-11-14,2746.800049,2685.75,2737.899902,2701.580078,4402370000,2701.580078,0.577477283
2018-11-15,2735.379883,2670.75,2693.52002,2730.199951,4179140000,2730.199951,-0.298346092
2018-11-16,2746.75,2712.159912,2718.540039,2736.27002,3975180000,2736.27002,-0.427071728
2018-11-19,2733.159912,2681.090088,2730.73999,2690.72998,3772900000,2690.72998,-0.202101008
2018-11-20,2669.439941,2631.52002,2654.600098,2641.889893,4357900000,2641.889893,-1.342753939
2018-11-21,2670.72998,2649.820068,2657.73999,2649.929932,3233550000,2649.929932,0.599953
2018-11-23,2647.550049,2631.090088,2633.360107,2632.560059,1651650000,2632.560059,-0.625292919
2018-11-26,2674.350098,2649.969971,2649.969971,2673.449951,3443950000,2673.449951,0.661330102
2018-11-27,2682.530029,2655.889893,2663.75,2682.169922,3485220000,2682.169922,-0.362825239
2018-11-28,2744,2684.379883,2691.449951,2743.790039,3951670000,2743.790039,0.345989612
2018-11-29,2753.75,2722.939941,2736.969971,2737.800049,3560770000,2737.800049,-0.248563784
2018-11-30,2760.879883,2732.76001,2737.76001,2760.169922,4658580000,2760.169922,-0.001462454
2018-12-03,2800.179932,2773.379883,2790.5,2790.370117,4186060000,2790.370117,1.098848223
2018-12-04,2785.929932,2697.179932,2782.429932,2700.060059,4499840000,2700.060059,-0.284556715
2018-12-06,2696.149902,2621.530029,2663.51001,2695.949951,5141470000,2695.949951,-1.353675401
2018-12-07,2708.540039,2623.139893,2691.26001,2633.080078,4216690000,2633.080078,-0.17396248
2018-12-10,2647.51001,2583.22998,2630.860107,2637.719971,4151030000,2637.719971,-0.084310793
2018-12-11,2674.350098,2621.300049,2664.439941,2636.780029,3905870000,2636.780029,1.012994973
2018-12-12,2685.439941,2650.26001,2658.22998,2651.070068,3958890000,2651.070068,0.813490353
2018-12-13,2670.189941,2637.27002,2658.699951,2650.540039,3927720000,2650.540039,0.287803891
2018-12-14,2635.070068,2593.840088,2629.679932,2599.949951,4035020000,2599.949951,-0.787013481
2018-12-17,2601.129883,2530.540039,2590.75,2545.939941,4616350000,2545.939941,-0.353851087
2018-12-18,2573.98999,2528.709961,2559.899902,2546.159912,4470880000,2546.159912,0.548322477
2018-12-19,2585.290039,2488.959961,2547.050049,2506.959961,5127940000,2506.959961,0.034959969
2018-12-20,2509.629883,2441.179932,2496.77002,2467.419922,5585780000,2467.419922,-0.406466061
2018-12-21,2504.409912,2408.550049,2465.379883,2416.620117,7609010000,2416.620117,-0.082679038
2018-12-24,2410.340088,2351.100098,2400.560059,2351.100098,2613930000,2351.100098,-0.664566949
2018-12-26,2467.76001,2346.580078,2363.120117,2467.699951,4233990000,2467.699951,0.511250863
2018-12-27,2489.100098,2397.939941,2442.5,2488.830078,4096610000,2488.830078,-1.021191866
2018-12-28,2520.27002,2472.889893,2498.77002,2485.73999,3702620000,2485.73999,0.399382083
2018-12-31,2509.23999,2482.820068,2498.939941,2506.850098,3442870000,2506.850098,0.531027027
2019-01-02,2519.48999,2467.469971,2476.959961,2510.030029,3733160000,2510.030029,-1.192338415
2019-01-03,2493.139893,2443.959961,2491.919922,2447.889893,3822860000,2447.889893,-0.721509592
2019-01-04,2538.070068,2474.330078,2474.330078,2531.939941,4213410000,2531.939941,1.080121521
2019-01-07,2566.159912,2524.560059,2535.610107,2549.689941,4104710000,2549.689941,0.144954703
2019-01-08,2579.820068,2547.560059,2568.110107,2574.409912,4083030000,2574.409912,0.722447295
2019-01-09,2595.320068,2568.889893,2580,2584.959961,4052480000,2584.959961,0.217140552
2019-01-10,2597.820068,2562.02002,2573.51001,2596.639893,3704500000,2596.639893,-0.442945011
2019-01-11,2596.27002,2577.399902,2588.110107,2596.26001,3434490000,2596.26001,-0.328493188
2019-01-14,2589.320068,2570.409912,2580.310059,2582.610107,3664450000,2582.610107,-0.614343367
2019-01-15,2613.080078,2585.100098,2585.100098,2610.300049,3572330000,2610.300049,0.096413711
2019-01-16,2625.76001,2612.679932,2614.75,2616.100098,3863770000,2616.100098,0.170476615
2019-01-17,2645.060059,2606.360107,2609.280029,2635.959961,3772270000,2635.959961,-0.260696002
2019-01-18,2675.469971,2647.580078,2651.27002,2670.709961,3986730000,2670.709961,0.580815294
2019-01-22,2657.879883,2617.27002,2657.879883,2632.899902,3908030000,2632.899902,-0.480399531
2019-01-23,2653.189941,2612.860107,2643.47998,2638.699951,3335610000,2638.699951,0.401841259
2019-01-24,2647.199951,2627.01001,2638.840088,2642.330078,3433250000,2642.330078,0.005310824
2019-01-25,2672.379883,2657.330078,2657.439941,2664.76001,3814080000,2664.76001,0.571838598
2019-01-28,2644.969971,2624.060059,2644.969971,2643.850098,3612810000,2643.850098,-0.742657462
2019-01-29,2650.929932,2631.050049,2644.889893,2640,3504200000,2640,0.039328815
2019-01-30,2690.439941,2648.340088,2653.620117,2681.050049,3867810000,2681.050049,0.51591353
2019-01-31,2708.949951,2678.649902,2685.48999,2704.100098,4917650000,2704.100098,0.16560457
2019-02-01,2716.659912,2696.879883,2702.320068,2706.530029,3759270000,2706.530029,-0.065827049
2019-02-04,2724.98999,2698.75,2706.48999,2724.870117,3359840000,2724.870117,-0.00147935
2019-02-05,2738.97998,2724.030029,2728.340088,2737.699951,3560430000,2737.699951,0.127344444
2019-02-06,2738.080078,2724.149902,2735.050049,2731.610107,3472690000,2731.610107,-0.096793016
2019-02-07,2719.320068,2687.26001,2717.530029,2706.050049,4099490000,2706.050049,-0.515449774
2019-02-08,2708.070068,2681.830078,2692.360107,2707.879883,3622330000,2707.879883,-0.505901264
2019-02-11,2718.050049,2703.790039,2712.399902,2709.800049,3361970000,2709.800049,0.166920976
2019-02-12,2748.189941,2722.610107,2722.610107,2744.72998,3827770000,2744.72998,0.472730768
2019-02-13,2761.850098,2748.629883,2750.300049,2753.030029,3670770000,2753.030029,0.202936843
2019-02-14,2757.899902,2731.22998,2743.5,2745.72998,3836700000,2745.72998,-0.346165105
2019-02-15,2775.659912,2760.23999,2760.23999,2775.600098,3641370000,2775.600098,0.528457273
2019-02-19,2787.330078,2767.290039,2769.280029,2779.76001,3533710000,2779.76001,-0.22770097
2019-02-20,2789.879883,2774.060059,2779.050049,2784.699951,3835450000,2784.699951,-0.025540368
2019-02-21,2781.580078,2764.550049,2780.23999,2774.879883,3559710000,2774.879883,-0.160159479
2019-02-22,2794.199951,2779.110107,2780.669922,2792.669922,3427810000,2792.669922,0.208659088
2019-02-25,2813.48999,2794.98999,2804.350098,2796.110107,3804380000,2796.110107,0.41824405
2019-02-26,2803.120117,2789.469971,2792.360107,2793.899902,3645680000,2793.899902,-0.13411489
2019-02-27,2795.76001,2775.129883,2787.5,2792.379883,3767130000,2792.379883,-0.229066988
